title,authors,date,publisher,keywords,link,citations,abstract,first_author,total_uw
Designing an Optimal Kilonova Search Using DECam for Gravitational-wave Events,"['Bom, C. R.', 'Annis, J.', 'Garcia, A.', 'Palmese, A.', 'Sherman, N.', 'Soares-Santos, M.', 'Santana-Silva, L.', 'Morgan, R.', 'Bechtol, K.', 'Davis, T.', 'Diehl, H. T.', 'Allam, S. S.', 'Bachmann, T. G.', 'Fraga, B. M. O.', 'García-Bellido, J.', 'Gill, M. S. S.', 'Herner, K.', 'Kilpatrick, C. D.', 'Makler, M.', 'Olivares E., F.', 'Pereira, M. E. S.', 'Pineda, J.', 'Santos, A.', 'Tucker, D. L.', 'Wiesner, M. P.', 'Aguena, M.', 'Alves, O.', 'Bacon, D.', 'Bernardinelli, P. H.', 'Bertin, E.', 'Bocquet, S.', 'Brooks, D.', 'Carrasco Kind, M.', 'Carretero, J.', 'Conselice, C.', 'Costanzi, M.', 'da Costa, L. N.', 'De Vicente, J.', 'Desai, S.', 'Doel, P.', 'Everett, S.', 'Ferrero, I.', 'Frieman, J.', 'Gatti, M.', 'Gerdes, D. W.', 'Gruen, D.', 'Gruendl, R. A.', 'Gutierrez, G.', 'Hinton, S. R.', 'Hollowood, D. L.', 'Honscheid, K.', 'James, D. J.', 'Kuehn, K.', 'Kuropatkin, N.', 'Melchior, P.', 'Mena-Fernández, J.', 'Menanteau, F.', 'Pieres, A.', 'Plazas Malagón, A. A.', 'Raveri, M.', 'Rodriguez-Monroy, M.', 'Sanchez, E.', 'Santiago, B.', 'Sevilla-Noarbe, I.', 'Smith, M.', 'Suchyta, E.', 'Swanson, M. E. C.', 'Tarle, G.', 'To, C.', 'Weaverdyck, N.']",2024-01-01,The Astrophysical Journal,"['Gravitational wave astronomy', 'Astronomical methods', 'Astrostatistics tools', 'Transient detection', '675', '1043', '1887', '1957', 'Astrophysics - High Energy Astrophysical Phenomena', 'Astrophysics - Instrumentation and Methods for Astrophysics', 'General Relativity and Quantum Cosmology']",https://ui.adsabs.harvard.edu/abs/2024ApJ...960..122B/abstract,7.0,"We address the problem of optimally identifying all kilonovae detected via gravitational-wave emission in the upcoming LIGO/Virgo/KAGRA observing run, O4, which is expected to be sensitive to a factor of ~7 more binary neutron star (BNS) alerts than previously. Electromagnetic follow-up of all but the brightest of these new events will require &gt;1 m telescopes, for which limited time is available. We present an optimized observing strategy for the DECam during O4. We base our study on simulations of gravitational-wave events expected for O4 and wide-prior kilonova simulations. We derive the detectabilities of events for realistic observing conditions. We optimize our strategy for confirming a kilonova while minimizing telescope time. For a wide range of kilonova parameters, corresponding to a fainter kilonova compared to GW170817/AT 2017gfo, we find that, with this optimal strategy, the discovery probability for electromagnetic counterparts with the DECam is ~80% at the nominal BNS gravitational-wave detection limit for O4 (190 Mpc), which corresponds to an ~30% improvement compared to the strategy adopted during the previous observing run. For more distant events (~330 Mpc), we reach an ~60% probability of detection, a factor of ~2 increase. For a brighter kilonova model dominated by the blue component that reproduces the observations of GW170817/AT 2017gfo, we find that we can reach ~90% probability of detection out to 330 Mpc, representing an increase of ~20%, while also reducing the total telescope time required to follow up events by ~20%.",False,1
Main belt asteroids taxonomical information from dark energy survey data,"['Carruba, V.', 'Camargo, J. I. B.', 'Aljbaae, S.', 'Ferreira, F. S.', 'Lin, E.', 'Figueiredo-Peixoto, V.', 'Banda-Huarca, M. V.', 'Pieres, A.', 'Boufleur, R. C.', 'da Costa, L. N.', 'Abbott, T. M. C.', 'Aguena, M.', 'Allam, Sahar S.', 'Alves, O.', 'Bernardinelli, P. H.', 'Bertin, E.', 'Brooks, D.', 'Carnero Rosell, A.', 'Carretero, J.', 'Pereira, M. E. S.', 'Davis, T. M.', 'De Vicente, J.', 'Desai, S.', 'Doel, P.', 'Ferrero, I.', 'Friedel, D.', 'Frieman, J.', 'García-Bellido, J.', 'Gatti, M.', 'Giannini, G.', 'Gruen, D.', 'Gruendl, R. A.', 'Herner, K.', 'Hinton, S. R.', 'Hollowood, D. L.', 'James, D. J.', 'Kent, S.', 'Kuehn, K.', 'Lahav, O.', 'Marshall, J. L.', 'Mena-Fernández, J.', 'Miquel, R.', 'Palmese, A.', 'Plazas Malagón, A. A.', 'Rodríguez-Monroy, M.', 'Sanchez, E.', 'Santiago, B.', 'Schubnell, M.', 'Smith, M.', 'Suchyta, E.', 'Swanson, M. E. C.', 'Tarle, G.', 'Walker, A. R.', 'Weaverdyck, N.', 'Wiseman, P.', 'DES Collaboration']",2024-01-01,Monthly Notices of the Royal Astronomical Society,"['catalogues', 'celestial mechanics', 'minor planets', 'asteroids: general', 'Astrophysics - Earth and Planetary Astrophysics', 'Astrophysics - Instrumentation and Methods for Astrophysics']",https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.6495C/abstract,0.0,"While proper orbital elements are currently available for more than 1 million asteroids, taxonomical information is still lagging behind. Surveys like SDSS-MOC4 provided preliminary information for more than 100 000 objects, but many asteroids still lack even a basic taxonomy. In this study, we use Dark Energy Survey (DES) data to provide new information on asteroid physical properties. By cross-correlating the new DES data base with other data bases, we investigate how asteroid taxonomy is reflected in DES data. While the resolution of DES data is not sufficient to distinguish between different asteroid taxonomies within the complexes, except for V-type objects, it can provide information on whether an asteroid belongs to the C- or S-complex. Here, machine learning methods optimized through the use of genetic algorithms were used to predict the labels of more than 68 000 asteroids with no prior taxonomic information. Using a high-quality, limited set of asteroids with data on gri slopes and i - z colours, we detected 409 new possible V-type asteroids. Their orbital distribution is highly consistent with that of other known V-type objects.",False,1
"Photometry of Outer Solar System Objects from the Dark Energy Survey. I. Photometric Methods, Light-curve Distributions, and Trans-Neptunian Binaries","['Bernardinelli, Pedro H.', 'Bernstein, Gary M.', 'Jindal, Nicholas', 'Abbott, T. M. C.', 'Aguena, M.', 'Alves, O.', 'Andrade-Oliveira, F.', 'Annis, J.', 'Bacon, D.', 'Bertin, E.', 'Brooks, D.', 'Burke, D. L.', 'Carnero Rosell, A.', 'Carrasco Kind, M.', 'Carretero, J.', 'da Costa, L. N.', 'Pereira, M. E. S.', 'Davis, T. M.', 'Desai, S.', 'Diehl, H. T.', 'Doel, P.', 'Everett, S.', 'Ferrero, I.', 'Friedel, D.', 'Frieman, J.', 'García-Bellido, J.', 'Giannini, G.', 'Gruen, D.', 'Herner, K.', 'Hinton, S. R.', 'Hollowood, D. L.', 'Honscheid, K.', 'James, D. J.', 'Kuehn, K.', 'Marshall, J. L.', 'Mena-Fernández, J.', 'Menanteau, F.', 'Miquel, R.', 'Ogando, R. L. C.', 'Palmese, A.', 'Pieres, A.', 'Plazas Malagón, A. A.', 'Raveri, M.', 'Sanchez, E.', 'Sevilla-Noarbe, I.', 'Smith, M.', 'Suchyta, E.', 'Swanson, M. E. C.', 'Tarle, G.', 'To, C.', 'Walker, A. R.', 'Wiseman, P.', 'Zhang, Y.', 'DES Collaboration']",2023-11-01,The Astrophysical Journal Supplement Series,"['Kuiper belt', 'Trans-Neptunian objects', 'Photometry', 'Asteroid satellites', '893', '1705', '1234', '2207', 'Astrophysics - Earth and Planetary Astrophysics', 'Astrophysics - Instrumentation and Methods for Astrophysics']",https://ui.adsabs.harvard.edu/abs/2023ApJS..269...18B/abstract,8.0,"We report the methods of and initial scientific inferences from the extraction of precision photometric information for the &gt;800 trans-Neptunian objects (TNOs) discovered in the images of the Dark Energy Survey (DES). Scene-modeling photometry is used to obtain shot-noise-limited flux measures for each exposure of each TNO, with background sources subtracted. Comparison of double-source fits to the pixel data with single-source fits are used to identify and characterize two binary TNO systems. A Markov Chain Monte Carlo method samples the joint likelihood of the intrinsic colors of each source as well as the amplitude of its flux variation, given the time series of multiband flux measurements and their uncertainties. A catalog of these colors and light-curve amplitudes A is included with this publication. We show how to assign a likelihood to the distribution q(A) of light-curve amplitudes in any subpopulation. Using this method, we find decisive evidence (i.e., evidence ratio &lt;0.01) that cold classical (CC) TNOs with absolute magnitude 6 &lt; H <SUB> r </SUB> &lt; 8.2 are more variable than the hot classical (HC) population of the same H <SUB> r </SUB>, reinforcing theories that the former form in situ and the latter arise from a different physical population. Resonant and scattering TNOs in this H <SUB> r </SUB> range have variability consistent with either the HCs or CCs. DES TNOs with H <SUB> r </SUB> &lt; 6 are seen to be decisively less variable than higher-H <SUB> r </SUB> members of any dynamical group, as expected. More surprising is that detached TNOs are decisively less variable than scattering TNOs, which requires them to have distinct source regions or some subsequent differential processing.",True,1
The Halo21 absorption modelling challenge: lessons from 'observing' synthetic circumgalactic absorption spectra,"['Hafen, Zachary', 'Sameer', 'Hummels, Cameron', 'Charlton, Jane', 'Mandelker, Nir', 'Wijers, Nastasha', 'Bullock, James', 'Faerman, Yakov', 'Lehner, Nicolas', 'Stern, Jonathan']",2024-02-01,Monthly Notices of the Royal Astronomical Society,"['methods: data analysis', 'galaxies: haloes', 'quasars: absorption lines', 'Astrophysics - Astrophysics of Galaxies']",https://ui.adsabs.harvard.edu/abs/2024MNRAS.528...39H/abstract,5.0,"In the Halo21 absorption modelling challenge we generated synthetic absorption spectra of the circumgalactic medium (CGM), and attempted to estimate the metallicity, temperature, and density (Z, T, and n<SUB>H</SUB>) of the underlying gas using observational methods. We iteratively generated and analysed three increasingly complex data samples: ion column densities of isolated uniform clouds, mock spectra of 1-3 uniform clouds, and mock spectra of high-resolution turbulent mixing zones. We found that the observational estimates were accurate for both uniform cloud samples, with Z, T, and n<SUB>H</SUB> retrieved within 0.1 dex of the source value for $\gtrsim 90~{{\ \rm per\ cent}}$ of absorption systems. In the turbulent-mixing scenario, the mass, temperature, and metallicity of the strongest absorption components were also retrieved with high accuracy. However, the underlying properties of the subdominant components were poorly constrained because the corresponding simulated gas contributed only weakly to the H I absorption profiles. On the other hand, including additional components beyond the dominant ones did improve the fit, consistent with the true existence of complex cloud structures in the source data.",False,1
A Comprehensive Investigation of Metals in the Circumgalactic Medium of Nearby Dwarf Galaxies,"['Zheng, Yong', 'Faerman, Yakov', 'Oppenheimer, Benjamin D.', 'Putman, Mary E.', 'McQuinn, Kristen B. W.', 'Kirby, Evan N.', 'Burchett, Joseph N.', 'Telford, O. Grace', 'Werk, Jessica K.', 'Kim, Doyeon A.']",2024-01-01,The Astrophysical Journal,"['Circumgalactic medium', 'Dwarf galaxies', 'Metal line absorbers', '1879', '416', '1032', 'Astrophysics - Astrophysics of Galaxies']",https://ui.adsabs.harvard.edu/abs/2024ApJ...960...55Z/abstract,5.0,"Dwarf galaxies are found to have lost most of their metals via feedback processes; however, there still lacks consistent assessment on the retention rate of metals in their circumgalactic medium (CGM). Here we investigate the metal content in the CGM of 45 isolated dwarf galaxies with M <SUB>*</SUB> = 10<SUP>6.5-9.5</SUP> M <SUB>⊙</SUB> (M <SUB>200m</SUB> = 10<SUP>10.0-11.5</SUP> M <SUB>⊙</SUB>) using the Hubble Space Telescope/Cosmic Origins Spectrograph. While H I (Lyα) is ubiquitously detected (89%) within the CGM, we find low detection rates (≈5%-22%) in C II, C IV, Si II, Si III, and Si IV, largely consistent with literature values. Assuming these ions form in the cool (T ≈ 10<SUP>4</SUP> K) CGM with photoionization equilibrium, the observed H I and metal column density profiles can be best explained by an empirical model with low gas density and high volume filling factor. For a typical galaxy with M <SUB>200m</SUB> = 10<SUP>10.9</SUP> M <SUB>⊙</SUB> (median of the sample), our model predicts a cool gas mass of M <SUB>CGM,cool</SUB> ~ 10<SUP>8.4</SUP> M <SUB>⊙</SUB>, corresponding to ~2% of the galaxy's baryonic budget. Assuming a metallicity of 0.3 Z <SUB>⊙</SUB>, we estimate that the dwarf galaxy's cool CGM likely harbors ~10% of the metals ever produced, with the rest either in more ionized states in the CGM or transported to the intergalactic medium. We further examine the EAGLE simulation and show that H I and low ions may arise from a dense cool medium, while C IV arises from a diffuse warmer medium. Our work provides the community with a uniform data set on dwarf galaxies' CGM that combines our recent observations, additional archival data and literature compilation, which can be used to test various theoretical models of dwarf galaxies.",False,2
The Cool Circumgalactic Medium of Low-redshift Star-forming Galaxies. I. Empirical Model and Mean Properties,"['Faerman, Yakov', 'Werk, Jessica K.']",2023-10-01,The Astrophysical Journal,"['Circumgalactic medium', 'Galaxy structure', 'Galaxy evolution', 'Quasar absorption line spectroscopy', 'Intergalactic medium', 'Galaxy formation', 'Interstellar medium', 'Galactic and extragalactic astronomy', 'Galaxy processes', '1879', '622', '594', '1317', '813', '595', '847', '563', '614', 'Astrophysics - Astrophysics of Galaxies']",https://ui.adsabs.harvard.edu/abs/2023ApJ...956...92F/abstract,11.0,"We present an analytic model for the cool, T ~ 10<SUP>4</SUP> K, circumgalactic medium (CGM), describing the gas distribution, and thermal and ionization states. Our model assumes (total) pressure equilibrium with the ambient warm/hot CGM, photoionization by the metagalactic radiation, and allows for nonthermal pressure support, parameterized by the ratio of thermal pressures, η = P <SUB>hot,th</SUB>/P <SUB>cool,th</SUB>. We apply the model to the COS-Halos measurements and find that a nominal model with η = 3, gas distribution out to r ≈ 0.6R <SUB>vir</SUB>, and M <SUB>cool</SUB> = 3 × 10<SUP>9</SUP> M <SUB>⊙</SUB>, corresponding to a volume filling fraction of f <SUB>V,cool</SUB> ≈ 1%, reproduces the H I and low/intermediate metal ions (C II, C III, Si II, Si III, and Mg II) mean column densities. Variation of ±0.5 dex in η or M <SUB>cool</SUB> encompasses ~2/3 of the scatter between objects. Our nominal model underproduces the measured C IV and Si IV columns, and these can be reproduced with (i) a cool phase with M <SUB>cool</SUB> ~ 10<SUP>10</SUP> M <SUB>⊙</SUB> and η ≈ 5, or (ii) cooling or mixing gas at intermediate temperatures, with M ~ 1.5 × 10<SUP>10</SUP> M <SUB>⊙</SUB> and occupying ~1/2 of the total CGM volume. For cool gas with f <SUB>V,cool</SUB> ≈ 1%, we estimate an upper limit on the cloud sizes, R <SUB>cl</SUB> ≲ 0.5 kpc. Our results suggest that for the average galaxy CGM, the mass and nonthermal support in the cool phase are lower than previously estimated, and extreme scenarios are not necessary. We estimate the rates of cool gas depletion and replenishment, and find accretion onto the galaxy can be offset, allowing ${\dot{M}}_{\mathrm{cool}}\approx 0$ over long timescales.",True,2
METAL-Z: Measuring Dust Depletion in Low-metallicity Dwarf Galaxies,"['Hamanowicz, Aleksandra', 'Tchernyshyov, Kirill', 'Roman-Duval, Julia', 'Jenkins, Edward B.', 'Rafelski, Marc', 'Gordon, Karl D.', 'Zheng, Yong', 'Garcia, Miriam', 'Werk, Jessica']",2024-05-01,The Astrophysical Journal,"['Interstellar medium', 'Interstellar dust processes', 'Galaxy chemical evolution', 'Gas-to-dust ratio', 'Interstellar abundances', 'Interstellar absorption', 'Interstellar line absorption', '847', '838', '580', '638', '832', '831', '843', 'Astrophysics - Astrophysics of Galaxies']",https://ui.adsabs.harvard.edu/abs/2024ApJ...966...80H/abstract,0.0,"The cycling of metals between interstellar gas and dust is a critical aspect of the baryon cycle of galaxies, yet our understanding of this process is limited. This study focuses on understanding dust depletion effects in the low-metallicity regime (&lt;20% Z <SUB>⊙</SUB>) typical of cosmic noon. Using medium-resolution UV spectroscopy from the Cosmic Origins Spectrograph on board the Hubble Space Telescope, gas-phase abundances and depletions of iron and sulfur were derived toward 18 sight lines in local dwarf galaxies IC 1613 and Sextans A. The results show that the depletion of Fe and S is consistent with that found in the Milky Way (MW), LMC, and SMC. The depletion level of Fe increases with gas column density, indicating dust growth in the interstellar medium. The level of Fe depletion decreases with decreasing metallicity, resulting in the fraction of iron in gas ranging from 3% in the MW to 9% in IC 1613 and ∼19% in Sextans A. The dust-to-gas and dust-to-metal ratios (D/G, D/M) for these dwarf galaxies were estimated based on the MW relations between the depletion of Fe and other elements. The study finds that D/G decreases only slightly sublinearly with metallicity, with D/M decreasing from 0.41 ± 0.05 in the MW to 0.11 ± 0.11 at 0.10 Z <SUB>⊙</SUB> (at log N(H) = 21 cm<SUP>‑2</SUP>). The trend of D/G versus metallicity using depletion in local systems is similar to that inferred in Damped Lyα systems from abundance ratios but lies higher than the trend inferred from far-IR measurements in nearby galaxies.",False,1
Effect of cosmic rays and ionizing radiation on observational ultraviolet plasma diagnostics in the circumgalactic medium,"['Holguin, F.', 'Farber, R.', 'Werk, J.']",2024-03-01,Monthly Notices of the Royal Astronomical Society,"['methods: numerical', 'galaxies: evolution', 'galaxies: formation', 'galaxies: haloes', 'ultraviolet: galaxies', 'magnetohydrodynamics', 'Astrophysics - Astrophysics of Galaxies']",https://ui.adsabs.harvard.edu/abs/2024MNRAS.528.7543H/abstract,0.0,"The relevance of some galactic feedback mechanisms, in particular cosmic-ray (CR) feedback and the hydrogen ionizing radiation field, has been challenging to definitively describe in a galactic context, especially far outside the galaxy in the circumgalactic medium (CGM). Theoretical and observational uncertainties prevent conclusive interpretations of multiphase CGM properties derived from ultraviolet (UV) diagnostics. We conduct three-dimensional magnetohydrodynamic simulations of a section of a galactic disc with star formation and feedback, including radiative heating from stars, a UV background, and CR feedback. We utilize the temperature phases present in our simulations to generate Cloudy models to derive spatially and temporally varying synthetic UV diagnostics. We find that radiative effects without additional heating mechanisms are not able to produce synthetic diagnostics in the observed ranges. For low CR diffusivity $\kappa _{\rm {cr}}=10^{28} \rm {cm}^2 \rm {s}^{-1}$, CR streaming heating in the outflow helps our synthetic line ratios roughly match observed ranges by producing transitional temperature gas (T ~ 10<SUP>5</SUP>-10<SUP>6</SUP> K). High CR diffusivity $\kappa _{\rm {cr}}=10^{29} \rm {cm}^2 \rm {s}^{-1}$, with or without CR streaming heating, produced transitional temperature gas. The key parameter controlling the production of this gas phase remains unclear, as the different star formation history and outflow evolution itself influences these diagnostics. Our work demonstrates the use of UV plasma diagnostics to differentiate between galactic/circumgalactic feedback models.",False,1
The Quasar Catalogue for S-PLUS DR4 (QuCatS) and the estimation of photometric redshifts,"['Nakazono, L.', 'R Valença, R.', 'Soares, G.', 'Izbicki, R.', 'Ivezić, Ž.', 'R Lima, E. V.', 'T Hirata, N. S.', 'Sodré, L., Jr.', 'Overzier, R.', 'Almeida-Fernandes, F.', 'Oliveira Schwarz, G. B.', 'Schoenell, W.', 'Kanaan, A.', 'Ribeiro, T.', 'Mendes de Oliveira, C.']",2024-06-01,Monthly Notices of the Royal Astronomical Society,"['Astrophysics - Cosmology and Nongalactic Astrophysics', 'Astrophysics - Instrumentation and Methods for Astrophysics']",https://ui.adsabs.harvard.edu/abs/2024MNRAS.531..327N/abstract,0.0,"The advent of massive broad-band photometric surveys enabled photometric redshift estimates for unprecedented numbers of galaxies and quasars. These estimates can be improved using better algorithms or by obtaining complementary data such as narrow-band photometry, and broad-band photometry over an extended wavelength range. We investigate the impact of both approaches on photometric redshifts for quasars using data from Southern Photometric Local Universe Survey (S-PLUS) DR4, Galaxy Evolution Explorer (GALEX) DR6/7, and the unWISE catalog for the Wide-field Infrared Survey Explorer (WISE) in three machine learning methods: Random Forest, Flexible Conditional Density Estimation (FlexCoDE), and Bayesian Mixture Density Network (BMDN). Including narrow-band photometry improves the root-mean-square error by 11 per cent in comparison to a model trained with only broad-band photometry. Narrow-band information only provided an improvement of 3.8 per cent when GALEX and WISE colours were included. Thus, narrow bands play a more important role for objects that do not have GALEX or WISE counterparts, which respectively makes 92 per cent and 25 per cent of S-PLUS data considered here. Nevertheless, the inclusion of narrow-band information provided better estimates of the probability density functions obtained with FlexCoDE and BMDN. We publicly release a value-added catalogue of photometrically selected quasars with the photo-z predictions from all methods studied here. The catalogue provided with this work covers the S-PLUS DR4 area (~3000 square degrees), containing 645 980, 244 912, 144 991 sources with the probability of being a quasar higher than, 80 per cent, 90 per cent, 95 per cent up to r &lt; 21.3 and good photometry quality in the detection image. More quasar candidates can be retrieved from the S-PLUS data base by considering less restrictive selection criteria.",False,0
Expected Impact of Glints from Space Debris in the LSST,"['Tyson, J. Anthony', 'Snyder, Adam', 'Polin, Daniel', 'Rawls, Meredith L.', 'Ivezić, Željko']",2024-05-01,The Astrophysical Journal,"['Transient sources', 'Light pollution', 'Sky surveys', 'Ground-based astronomy', 'Artificial satellites', '1851', '2318', '1464', '686', '68', 'Astrophysics - Instrumentation and Methods for Astrophysics']",https://ui.adsabs.harvard.edu/abs/2024ApJ...966L..38T/abstract,0.0,"We examine the simple model put forth in a recent note by Loeb regarding the brightness of space debris in the size range of 1–10 cm and their impact on the Rubin Observatory Legacy Survey of Space and Time (LSST) transient object searches. Their main conclusion was that ""image contamination by untracked space debris might pose a bigger challenge [than large commercial satellite constellations in Low-Earth orbit]."" Following corrections and improvements to this model, we calculate the apparent brightness of tumbling low-Earth orbit (LEO) debris of various sizes, and we briefly discuss the likely impact and potential mitigations of glints from space debris in LSST. We find the majority of the difference in predicted signal-to-noise ratio (S/N), about a factor of 6, arises from the defocus of LEO objects due to the large Simonyi Survey Telescope primary mirror and finite range of the debris. The largest change from the Loeb estimates is that 1–10 cm debris in LEO pose no threat to LSST transient object alert generation because their S/N for detection will be much lower than estimated by Loeb due to defocus. We find that only tumbling LEO debris larger than 10 cm or with significantly greater reflectivity, which give 1 ms glints, might be detected with high confidence (S/N &gt; 5). We estimate that only one in five LSST exposures low on the sky during twilight might be affected. More slowly tumbling objects of larger size can give flares in brightness that are easily detected; however, these will not be cataloged by the LSST Science Pipelines because of the resulting long streak.",False,0
"The XXL survey. LII. The evolution of radio AGN LF determined via parametric methods from GMRT, ATCA, VLA, and Cambridge interferometer observations","['Šlaus, B.', 'Smolčić, V.', 'Ivezić, Ž.', 'Fotopoulou, S.', 'Willott, C. J.', 'Pendo, P.', 'Vignali, C.', 'Chiappetti, L.', 'Pierre, M.']",2024-04-01,Astronomy and Astrophysics,"['galaxies: active', 'galaxies: evolution', 'galaxies: luminosity function', 'mass function', 'galaxies: nuclei', 'galaxies: statistics', 'radio continuum: galaxies', 'Astrophysics - Astrophysics of Galaxies']",https://ui.adsabs.harvard.edu/abs/2024A&A...684A..19S/abstract,0.0,"We model the evolution of active galactic nuclei (AGN) by constructing their radio LFs. We used a set of surveys of varying area and depth, namely, the deep COSMOS survey of 1916 AGN sources; the wide, shallow 3CRR, 7C, and 6CE surveys, together containing 356 AGN; and the intermediate XXL-North and South fields consisting of 899 and 1484 sources, respectively. We also used the CENSORS, BRL, Wall &amp; Peacock, and Config surveys, respectively consisting of 150, 178, 233, and 230 sources. Together, these surveys account for 5446 AGN sources and constrained the LFs at high redshift and over a wide range of luminosities (up to z ≈ 3 and log(L/W Hz<SUP>−1</SUP>)∈[22, 29]). We concentrated on parametric methods within the Bayesian framework, which allowed us to perform model selection between a set of different models. By comparing the marginalised likelihoods and both the Akaike information criterion and the Bayesian information criterion, we show that the luminosity-dependent density evolution (LDDE) model fits the data best, with evidence ratios varying from ""strong"" (&gt; 10) to ""decisive"" (&gt; 100), according to the Jeffreys' interpretation. The best-fitting model gives insight into the physical picture of AGN evolution, where AGN evolve differently as a function of their radio luminosity. We determined the number density, luminosity density, and kinetic luminosity density as a function of redshift, and we observed a flattening of these functions at higher redshifts, which is not present in simpler models. We explain these trends by our use of the LDDE model. Finally, we divided our sample into subsets according to the stellar mass of the host galaxies in order to investigate a possible bimodality in evolution. We found a difference in LF shape and evolution between these subsets. All together, these findings point to a physical picture where the evolution and density of AGN cannot be explained well by simple models but require more complex models either via AGN sub-populations, where the total AGN sample is divided into sub-samples according to various properties, such as optical properties and stellar mass, or via luminosity-dependent functions. <P />Catalogue of stellar masses used in this work is available at the CDS via anonymous ftp to <A href=""https://cdsarc.cds.unistra.fr"">cdsarc.cds.unistra.fr</A> (ftp://130.79.128.5) or via <A href=""https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/684/A19"">https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/684/A19</A>. The columns of the catalogue are described in the appendix. This catalogue is a compilation from other surveys, except for the stellar masses for the 3CRR, 7C, and 6CE surveys, which were calculated within this work.",False,0
Prospects for Cryovolcanic Activity on Cold Ocean Planets,"['Quick, Lynnae C.', 'Roberge, Aki', 'Mendoza, Guadalupe Tovar', 'Quintana, Elisa V.', 'Youngblood, Allison A.']",2023-10-01,The Astrophysical Journal,"['Exoplanet tides', 'Exoplanet surfaces', 'Volcanism', 'Exoplanet surface characteristics', 'Exoplanet atmospheres', 'Habitable planets', 'Exoplanets', 'Super Earths', 'Ocean planets', '497', '2118', '2174', '496', '487', '695', '498', '1655', '1151']",https://ui.adsabs.harvard.edu/abs/2023ApJ...956...29Q/abstract,1.0,"We have estimated total internal heating rates and depths to possible subsurface oceans for 17 planets that may be cold ocean planets, low-mass exoplanets with equilibrium surface temperatures and/or densities that are consistent with icy surfaces and a substantial H<SUB>2</SUB>O content. We have also investigated the potential for tidally driven cryovolcanism and exosphere formation on these worlds. Estimated internal heating rates from tidal and radiogenic sources are large enough that all planets in our study may harbor subsurface oceans, and their geological activity rates are likely to exceed the geological activity rates on Jupiter's moon Europa. Several planets are likely to experience enhanced volcanic activity rates that exceed that of Io. Owing to their relatively thin ice shells and high rates of internal heating, Proxima Cen b and LHS 1140 b are the most favorable candidates for telescopic detection of explosive, tidally driven cryovolcanism. Estimates for thin ice shells on Proxima Cen b, LHS 1140 b, Trappist-1f, and several Kepler planets suggest that any H<SUB>2</SUB>O vented into space during explosive cryovolcanic eruptions on these worlds could be sourced directly from their subsurface oceans. Like the icy moons in our outer solar system, cold ocean planets may be astrobiologically significant worlds that harbor habitable environments beneath their icy surfaces. These possibilities should be considered during analyses of observational data for small exoplanets from current and upcoming telescopes and during planning for a future space telescope mission aimed at characterization of potentially habitable exoplanets (e.g., Habitable Worlds Observatory).",False,0
